label,review
2,It was a nice change of peace  nnnWent out to have a nice dinner with the family  Turned out we will be coming back for Dim Sum  The dinner menu that they have is very flavorful and they do take walkins and around 530  6 pm they are not really packed for service  This is nice  You walk in a get a table and hot tea  Ok so service was on point from the start  The owner is walking around making sure that everything is to your liking  That is nice  Most restaurants you have to hunt down the Manager  The first course arrived  Pot stickers and crispy shrimp balls  Very tasty and the sauce that comes with both are a little different but still good  Then the main course comes out family style which are very nice when you want to try everything  We ordered the Rock Cod with Baby Bok Choy Curry Fried Rice with a fried egg and an eggroll Chicken with schezwan sauce needed more chicken and honey walnut shrimp  Needless to say all this for only 60 bucks is not a bad upscale Chinese food  nnOverall nnService  nice and friendlynFood  Flavorful and good portionsnQuality  Not to bad  decentnPrice  Average for upscale restaurantnn nThis is a formal restaurant with proper Chinese table service  nnWould I go Back     Yes
1,Extremely bland American Chinese food without much authentic fare  Entru00e9es lack flavor and are very oily  The fried wonton are a good snack or appetizer though  I would recommend driving out to Chandler over dining here though
1,I really needed a manipedi after my last work trip and this salon had really great reviews so I thought I would give it a shot I made an appointment and they were on time which was a nice surprise The nail tech was very sweet I think her name was Lisa and attentive and I had a nice relaxing timenThat said the manipedi itself was not the best Ive had I didnt feel like there were many extras that warranted the additional cost over most other salons  I mean 65 for a manipedi including my 10 new client discount is just a bit steep She pushed back my cuticles but didnt trim them and now they look awful Same thing with my toenails I also asked her to cut my toenails short but she only filed them which means Ill have to get another pedicure in about a week I need my nails really short as Im a runner I explained this to the tech Now not even 24 hours later my nails are chipping even my toenails which never chip Im just really disappointed that while it was a nice experience the service itself just didnt measure up especially given the price
1,I sent a photo order via website and it should have been ready in an hour I went an hour and a half later and they said they didnt get it They checked their computer in front of me and thy did get it but had not started it They were rude and encouraged me to cancel order I did but still get auto messages saying my order is ready I had  already sent it to another CVS and picked it up The other CVS I picked it up at did not have the envelopes that were supposed to come with the photo cards I ordered They sad Oh the website is out of date Well how am I supposed to know I was so aggravated that not only did I think the price I was paying INCLUDED envelopes but now I had to go and search for these odd sized envelopes on my own Ugh So DISAPPOINTED Online ordering is supposed to be a time and money saver Not in this case Ugh
2,We own a Timeshare and received a special offer to stay on the Strip We had a MiniFamily Reunion to go to and this place was perfect The rooms all had Kitchen and a spacious living area The Rooms had a balcony and our room had a Front side view of the Strip The rooms also come with a Sink Dishes Fridge Stove top and Microwave oven The place is also ideal for entertaining because they have a Dining room table and a couch you can chill out on Fitness Center 2 different Pools and Business Center with no charge is also appealing Plenty of Parking and it is Free The Kids Pool area is more like a lot of Fountains and Water spouts for little Toddlers and lil ones to play in The Pool on the roof is for everyone until a certain time It has a Jacuzzi and you can see the Vegas Strip Be warned we went up there around 5pm and there was a lot of Heavy Petting going on in the Pool Think of that scene in the Matrix Trilogy where you see the Orgy Party at Zion Other than that The Hotel is ideal for Family fun and convenience of the Strip Steps away from Gameworks and the M M store We will be back and definitely would stay again Timeshare owners just say no at the end of Tour and collect your free gifts
2,Been here twice for weekend lunch and was not at all disappointed  Both times service was awesome food was delicious and the place ran like a well oiled machine
2,I came here strictly based on the reviews I was a bit skeptical about any inspection station after recently being scammed in Los Angeles at Pep Boys Smog inspection by passing all my emissions which are way more strict than NV and then informing me that I didnt pass all checks due to my engine light coming on Thats funny because it was never on before I came here and my vehicle is like new Miraculously after I turned down their 139 evaluation to tell me what was wrong and hit me up with other made up costs the light went off after a day I found out Im not the first person to encounter this I feel bad for people who are not mechanically inclined and would believe this crap I know you can send false codes to your cars computer to illuminate the check engine After 30 plus miles your vehicles computer will refresh any false information Now you see my anxiety to bring my other car in Las Vegas that was never smog tested before with this recent chain of events Well thank you Yelp and the people who take the time to leave honest reviews This place was quick not like the 45 mins at the Pep Boy scam very friendly attendant and the passing grade I recommend this business just the same as the other 7 Yelp reviewers did Just be prepared if you go somewhere with bad reviews like I did at Pep Boys just because they were open late and close to my house Drive a little and feel confident
1,Came here to eat on a night out with 4 friends they messed up on 3 of our orders food was nasty and cold they took forever and we basically had to ask for them  to give us a discount which was 2 dollars off our bill wow never had such a bad experience at this Red Robin clearly change of management Never coming here again
1,I have to admit I was hoping for the best  especially since they have banana milk shakes which is all time family favorite  The decor is cute however the staff lags on cleaning up tables  Speaking of the staff the two guys were too busy slacking off while the cook was taking orders and making the meal  Oh and the banana milk shake tasted like tapioca pudding so clearly not real bananas nnWe ordered 2 Signature steak burgers which looked good but ended up more like Signature grease burgers on stale bread The meal comes up with shoe string fries that were greasy burnt and when I got to 12 way in the box were more like the crumbs of french cries of fries REALLYnnWe ate 12 our meal and pitched it not worth shitting on the potty the rest of the night  Yes that greasy nnI would suggest going to the chuck box down the street  But hey thanks for the wifi I posted this review with
1,Nasty Overrated Threw the crap out ASAPnPS As I was asking the server a question I could see her saliva fall onto my bagel One side of the bagel was overburnt for both pieces
2,The food was very good and I would suggest this restaurant I like food that doesnt taste as healthy and I have had better raw food like Pure Food and Wine in New York City For the price and taste I rate Aux Vivres a 4
2,My husband and I are getting to know Charlotte and its history one attraction at a time The Charlotte Museum of History was a nice way to spend an afternoonnnAdult tickets are 6 They have a tour of the Hezekiah Alexander Homesite which is the oldest surviving homesite in Mecklenburg Countyyoull learn this on the tour Make sure you sign up for the tour it is included in your admission ticket The tour lasts approximately 40 minutes and requires traveling a little bit of distance from the main museum building it is wheelchair accessible nnThe main museum building has exhibits that help educate guests about the CharlotteMecklenburg community artifacts that are being preserved and some further history of Charlotte and the Rock House historynnThe grounds are tranquil They have some picnic tables and benches along the little creek on the property I thought it would be nice to pack a lunch and sit outside to eat during a break from the museummaybe next time if I take my family members there nnIt was a nice way to spend an afternoon It only took a couple hours to go through and Im sure I could have sped up the process or have taken a bit longer to read through some of the exhibits For 6 per ticket it gives another good perspective on Charlotte
1,This shop has terrible customer service  Arrived at 620pm and was informed that they were closed it states on the website and on the door the store closes at 730pm Comical I would avoid go to a shop that respects their customers and holds consistent hours
2,First thing I have to say about MIC is that it is ADDICTING Addicting in the best way possible I guarantee you try one class and you will crave to come back The environment is friendly helpful and fun Dont worry if you are a beginner the teachers will help you throughout the whole class Ive been going to Alexs phenomenal flow class Every time I attend his class it makes my day so positive I cant get enough of his class The cafe inside the MIC is wonderful as well Plenty of healthy options after your workout Not to mention they give 10 off if you order your food before class starts
1,My review can be summed up by the letter I mailed to the ownernnPersonal names have been blacked out because Im not totally horriblennRE Bootzer male ChihuahuannDear Dr nnI have been a client of your location since I moved to Phoenix in 2004 Your facility has cared for two of my dogs Bootzer and Mattie However I will no longer be bringing my pets to Alta VistannThe reason for this letter is to inform you of my disappointment in your staff On numerous occasions I brought Bootzer in for a consistent honking cough Each time your staff would test him for something new such as Valley Fever or Kennel Cough and each time after paying around 300 for a specialized test we would be told our dog was healthy and just needed to shed a little weightnnOn our last visit we met with    examined Bootzer and did not perform any tests rather he suggested a prescription weight loss food and then tried to up sell us on flea baths and preventative deworming He had no explanations for Bootzers cough except that he was overweight and small dogs often breath in dust and it could be a response to thatnnOn July 13th my husband and I had to euthanize our beloved Bootzer due to his trachea collapsing The emergency hospital we took him to was extremely knowledgeable and knew right away what was causing his distress After speaking with the veterinarian we learned that collapsed trachea is a common problem with small dogs and Chihuahuas are a high risk for this problem and its not uncommon for this to be a hereditary issue We were also informed that the cough and his lack of being able to exercise should have been a significant sign to any experienced professional veterinarian This could have been treated earlier with medication a harness instead of a collar and putting a humidifier near his cratennAs you can expect my family is very saddened by the loss of our friend and frustrated that not only could this have been prevented but that we could have improved the quality of his life while he was with usnnI will be informing the public of my disappointment in Alta Vista via word of mouth and review sites like Kudzucom and Yelpcom I will also be contacting your receptionist to have Matties records transferred to a more reputable vetnnI dont know how much money we have invested in your clinic to date but Im confident that we spent too much  considering that the real issue was never diagnosed tested for or addressed I dont see you considering compensating us for our loss or the money we spent with your organization but I want to voice my displeasure in losing a family member due to a lack of caring negligence and incompetence
1,So so foodbut I liked the patio  Better food and cheaper can be had at Elmers or Filibertos
1,I used to work on State Street and would have loved to get a little bag of popcorn for my bus ride home but every time I went down to Clarys it was never open  didnt matter what time of day what day or the weather  Hours werent posted and sometimes the sign said open but there was a note saying be back in 5 minutesI would wait and eventually have to leave to get my bus  When we could get in I would rave to the owner about his popcorn and he was generally disinterestednnI finally moved my popcorn urge on down the road to Vics where theyre not only open for business but also give free samples
1,My room wasnt available even though I booked it 3 months  ahead of time They gave us a smoking room instead and if we wanted something else it would have been extra money per night When we got into the room it wasnt that clean the sheets had a couple stains on them there wasnt a refrigerator nor was there a microwave When I called and asked about it they gave me major attitude and snapped at me even though I made sure to be polite and nice when speaking regardless that I was upset The sink didnt drain and neither did the bath tub It seems like we got the last room available because it was on the far end of the hotel and was the very last one at the end of a really long smelly hallway Called house keeping for more towels and soap never received them nnFor two nights and three days it was only 124 which isnt too bad You get what you pay for I guess
2,Korean BBQ  Warning while attending and eating Korean BBQ please dress appropriately  After effects may include  full belly the need to use a toothpick flush face especially when youre Asian and YOU SMELL LIKE YOU JUST ATE SOME KOREAN BBQ commentsnnI should have known but I enjoy putting on a nice blazer  that now needs to go to the cleanersnnMoving on Korean BBQ is a small mompop shop  The name of the restaurant got to the point and no beating around the bushes here  You get what you order  Grill your beef strips and pork fat yourself  Hmm aint nothin like some pork fat over some Hite  OB beer  Soju doesnt hurt either but make sure you can handle yourself after a few rounds  Overall the food was pretty good and authentic here Service was lovely and our waitress started the grilling for me and showed me the tools and tricks Yes my friends Im not much of a cook even in front of a grillnnAs I said early Korean BBQ is a small shop with some basic decor  They have a full bar but I didnt take advantage of it since I was busy trying to grill haha They seem to have a karaoke room that was empty  Not sure if they have karaoke nights but let me know and Ill bust out my Bruno Mars impression  Enjoy
1,Perhaps I hated Marios because I am older than 22 or perhaps it is because I felt like a pin ball being shoved between dude after dude  It also could have been the Philly in me not being able to relax in a bar that has large stained glass windows dedicated to Pittsburgh Sports I felt like I was behind enemy lines  nnEither way the cheap beer was not enough to woo me into liking Marios  The music was too random to be ironic  I am not good at math but I do know that the ratio here of dudes to girls  sausage festnnWe had one beer here and it took all my might to not throw some bows
2,Chez Claudette is your typical Quebec diner For breakfast substitute egg and bacon by ham and beans For lunch try a delicious poutine with a homemade gravy or steamed hotdogs all dressed sauerkraut pickles et mustard nnThis places does it right in the details For their hotdogs the pickles are fresh and sweet For their poutine the fries are crispy their curds are fresh not refrigirated and the gravy is made from scratch and not from a powder mix its a creamy textured beef gravy with an obvious pepper seasoning It is very good nnIn terms of the restaurant its narrow Lshape ensures that youre having an intimate conservation with your friends and neighborhors You choose if you like that or not nnedit It seems like this place has gone downhill I seem to be the only one whos reviewed Claudette and experienced warm fries and I swear it was a sober poutine experience when i went and it was a good one
2,This place is fabulous who doesnt love chocolate  I went during happy hour which I highly recommend  They have a predinner and late night happy hour  I had 2 mojitos which were both good  I also had a Satisfaction Guaranteed which was one of the most delicious chocolate drinks Ive had  Its made of peanut and caramel liqueur and milk chocolate served in martini glass  It essentially tastes like youre drinking a Snickers bar  I also sampled the works chocolate pizza which was fabulous  I never tried breakfast or entrees but they all sounded delicious  Make this place a stop during your next trip to Vegas I know ill be back
2,Love this place and have for several years  No the habanero burger is not as hot as it was before the fraud network ooops I mean food network came around if you have only one day at this beautiful culinary excursion with 4 people start with 1 habanero burger as an app cut into 4 for a group  1 cup of posole as a mid entree sampler then the Carlsbad is your oyster for virgins get the enchantment platter the specials are always good too I wont go on and on about every thing I eat there 10 year non local veteran  Nice people great service great food strong drinks I have actually eaten lunch and dinner there without leavingnCarlsbad I love you
2,Oh My God nnI ordered the vegetarian arepas nSo fricken goodnThe bread was amazing So much flavor and awesome texture nAvocado fresh Black beans flavorful and cannot be straight from a can nnThe two sauces they give youUSE IT nnEvery time I go to Vegas this will my FIRST stop nScrew the buffets and everything else nThis is the place to be
1,Terrible rolls The Dragon was so so The California was bland and the Spicy Tuna was cat food Seriously it  looked like canned cat food and tasted horrible
1,Im done  Ive been here 3 times twice for my truck and once for my wifes Mustang  The vehicle is always dirty and they have to rewash it and end up throwing in discounted goodies to help make up for poor workmanshipnnToday after they had to wash my wifes car twice and waxed mine to make it right I got in the truck to find 11 empty water bottles 2 aluminum coke cans two Styrofoam cups and an assortment of napkins and trash on the floor we had just finished a road trip of sorts  I even have one of those intruck waste bins  It was still over flowing with trash  I thought maybe they just forgot the inside but NOPE  They did the inside of the windows  They vacuumed the seats and put the fragrance in  They even ArmorAlld the dash  How did they miss all of the trash in the trucknnDannys prices are dirt cheap  I wouldnt mind paying 500 to 1000 more if they could just do the job right the first time  I dont have all day to be their Quality Control Auditor and they certainly arent paying me to do it eithernnTAKE A HIKE DANNY  WE ARE DONE WITH YOUnnDoes anybody know of a good car wash place in North Phoenix  Scottsdale
2,First time here at Detroit Coney Grill Heres my reviewnnService 55 the staff is VERY friendly and accommodating everyone went out of their way to greet us and make us feel welcomed nnFood 45 my mom got the gyro and I got a coney no onion and we shared fries The hotdog really does have a great snap to it Fries are hand cut and fresh nnGreat neighborhood spot will come back again
2,This isnt the Petco I frequent but one day we were in the area and I did not want to forget the kittytap food and found Solid Gold Before Grain and Merricks cans to please him And a few chew bones for the doggers nnCheck out the clearance bins sometimes you find some crazy deals there specially on harnesses and leashes I got a 5off coupon on my receipt this visit for any cat food kibble so bonusnnThe staff at this location is pretty nice even when we observed one customer be uber rude to the girl helping us
1,Chips  Salsa were good  Fish tacos  unsure of the fish they used or if it was just old heavily breaded with too much mayo  Wish they had a sauteed option  Wont be going back Should have had a discussion with them since they are a new establishment but I needed to get back to work
2,Yumm I love this place I used to live in vegas for a short time and made this an every sunday event wmy familyGood assortment of dim sum and it is actually cheaper than most dim sum places if it still is erverytime I come back to visit my sis I always go here I recommend coming early though because they often have a line coming out the door but i really like it It sure is yummy The only thing that I thought was kind of bland was the rice porridge but I can excuse that for the prices lol
2,Baja Fresh is soooooooo gooddrunk and sober But its freakin excellent when youre wasted off your ass Honestly we ate here nonstop those burritos and tacos soak up that alcohol and gets you good and ready to enjoy the days events nnWe stayed in Tower ll and its super convenient to that sidecheap prices GOOD food different types of salsa Oh mi oh mynnChipotle chile pleaseBaja Fresh is where its at God I wish theyd come to Texas
1,STAY AWAY  The worse buffet I have ever been to in my entire life  I am NOT saying that lightly  I would rather eat from a garbage can before eating here again  Second it is the smallest buffet I have ever been to in my entire life outside of the Sizzler  The food is awful  You have enchiladas without meat they are called vegetable enchiladas  They taste of the food tastes like they use the cheapest ingredients  They rarely clear your plates from your table I think there is actually a bus boy that does this because I saw him come out once  The only thing good I liked about the entire buffet was the fried chicken and the pot stickersnnI would NEVER eat here againeven if it was for free
2,Ate here several times during my last vegas tripnTried several pizzas and all were good  Yes they make a pretty good thin crust pizza just make sure you ask for it well donenAlso tried the beef terderloin which was really good  The Mac N Cheese is OOOOOOOh so good and god know how fatteningnThe last dish tried was the organic chicken and pureed mash potatoes  This was the least favorite of the all  Chicken had a funny taste but couldnt identify it it wasnt the rosemary and the mash was a little too wet
1,got a room very cheap on priceline well much cheaper than other hotels Overall paid just a few dollars less than if Id gone directly through the hotel nncasino smells very heavily of smoke but it is an older casino so to be expected But definitely noticed the smoke it more than at the other casinos we visited nncheckin line on friday night at 1030pm was LONG and took about 25 minutes The lady taking care of us was not friendly but also not rudennBellman was prompt and friendlynnWas able to upgrade from the smoking tower to the next nicer tower nRoom was clean And upon checkout I was told the upgrade would be 10day 2 days but was only charged the resort fee of 15and changennParking was pretty awful Often Valet was full as was selfpark Once at the valet stand he said they were full but asked what room we were in He suggested we try self park again but if we couldnt find anything to come back to him and hed see what he could do This incident made me think of another yelp review Id read about a  customer being told that their car couldnt be valeted because they were in the cheap tower WHATnIt seems there was another parking garage WAAAAY at the back of the hotel property but there were no signs indicating so So the last night we were there we actually parked in the HILTON parking garage what a hasslennnThe times we did use valet they were promptnnWould do my best to try one of the other less than stellar hotels like casino royale or imperial palace before coming here again
2,I have been here many times and have always been satisfied  The sushi is amazing Of course I always get the same thing anywhere I go baked salmon roll but it is so good  The edamame is fantastic sauteed with garlic and served hot  MY FAVORITE PART IS THE GLUTEN FREE options they provide  Soy sauce has gluten in it and for me I choose not to eat gluten so them having this option helps me out tremendously  I do not think we have ever waited for a table not sure if that is a good thing or a bad thing but I am happy we dont have to wait  you can chose to sit at the bar a table or a boothso nice to have those options  You are going to be paying the average price for the rolls nothing is over priced but it isnt super cheap I have never had an entree but my friends got the meal that included chicken tempura salad and a bowl of rice  It looked great and was priced just right for the amount of food they received nnThe waiters and waitresses have always been great I love this place and while writing this review my mouth is watering thinking about the edamame
1,Like one of the other customers said on her review the customer service here is terrible Unlike the workers of this place I will remain a lady and not cuss even though this place deserves to have that kind of foul language used to describe this salons horrible customer servicennI went on Valentines day 2142014 Sat for over and hour only to be told I would not be worked on because I wanted pink powder used with my white tips I explained that I had the original set done elsewhere and I had had a fill done there with pink powder before with no problem Didnt matter she told me to leave and have a Happy Valentines day nnBottom line want to be treated with respect go elsewhere
1,Errr I didnt like this burger experience so much nFirst  to say something good wow they have a big menu with lots of options nnOk nQuality of meat  was not a big thick juicy meaty thing It was like Burger King SadnOut of Hawaiian bun went with whole wheat Very generic Didnt have that yummy breadyyeasty flavorey thing that says Mmm someone must have baked this today Nothing special here nOne burger To go Thats all I ordered Took 45 minutes Jeeze nnIm comparing this to the phenomenal burger and amazing bun btw that I had at Neon Carrot in San Luis Obispo Top quality meat homemade ketchup you dont even know how good and pure real ketchup can taste until you have homemade like this After it is consumed you sit and just say to yourself Wow Im going to remember that forever nownnBottom line  this is just another lame burger joint Set your expectations there Nothing special Ive had special This is not it nnChek
2,I love piece box Have lived about 3mins up the road for 2 years  never popped in how gutted am I Lovely du00e9cor in this place somewhere you could sit  wind away a few hours with a good pal easily The menu is pretty extensive nice  creative but makes it hard to pick because it all looks so nice The cakes are all sitting out as well does not do good for the waistline But they are fantasticnPrices are pretty average 10 student discount which is good The food is worth the price due to quality  huge portions nOnly minor bad point is they dont serve breakfast items all day pancakes at any time of day is good please change this as everytime I am in I want to try them but I am always in too latenBad reviews on here count for nothing when you see people queuing up to come in on a sunday That says it all
1,At osme point it feels like every other chain organic eschewing mass supermarket in America until you get to the check out line and hear the ching ching ching  There it is kids gambling in the casino  As if you couldnt possibly get through your need diapers and donuts experience without gambling Food 4 Less Henderson is ready to help you continue your addiction  Who needs diapers Go spend the rent money on the slots  Your kids will thank you for it
1,This review is long overdue We stayed at the Hard Rock for my girls bachelorette party back in July Thinking about the wristbands to Rehab that come with staying at their hotel we all figured this place would be more than accommodating to our group of girls   nnUnfortunately they were the extreme opposite of that We reserved 2 joining suites however one wasnt ready and cleaned until the following morning after we checked in WTF  Can you imagine 10 girls in one suite overnightnnAs if that wasnt bad enough they freakin still charged us for that suite stating that they had offered us an available suite on a different floor Ok great but thats NOT what we reserved aholes  nnAnd then management tried to redeem themselves by offering us one more wristband to Rehab but what good is that when we already had enough for our group Of course we took that wristband anyway and sold it  P nnAnyhow to sum it all up the customer service was extremely poor at this property  Their front desk people didnt seem to know what they were doing  Management handled our room dilemma with zero consideration of our bachelorette party plans  The female manager insinuated that we were just trying to get out of paying for a one night stay  She was full of it not realizing we were ready and willing to drop some serious loot at their property  Big mistake nnIt was evident that they devalue their guests simply because their business flourishes for being Hard Rock a world renowned name  I plead with you all NEVER stay at the Hard Rock Hotel  Casino in Las Vegas  There are plenty of beautiful properties in Vegas with way higher and exceptional customer service  nn1 Star  for giving us a place to shower  get dolled up
2,If you enjoy fantastic BBQ done the right way then look no further than Little Miss BBQ My fiancu00e9 and I came in for lunch and were excited based on the previous Yelp reviews Everyone was right I ordered a two meat plate with the brisket and pork ribs The brisket had the most intense bark I have ever tasted It had a great smokey flavor with more juice than a man can handle The pork ribs are equally delightfulnnMy finance also ordered some pulled pork which was some divine swine The sides were equally on point with jalepeneo cheddar grits baked beans with tons of meat and potato salad lightly dressed to perfection If you want to try the sauce you will continue to be impressed All three offerings are delicious with the spicy being my favoritennI will be back and I hope the rest of you stay away for my own selfish brisket eating needs 5 stars with an emphatic yes yes yes
2,We have been here a couple of times and every single time it is amazing The food is hot fresh and always tastes delicious The service is great too Even if we come in close to closing they always have a smile on their face like they were waiting all day for us   We will keep coming back Amazing
1,If the Chop and Chick is Guy Fieris favorite breakfast dish his credibility has dropped a few points  I wanted to like it heck this was one of the reasons I drove out to Phoenix but the pork chop didnt do it for me  It was dry and there just wasnt enough pesto to grab my attentionn nThe hash browns saved the meal for me though  They reminded me of the way my mom used to make them very thinlysliced a little on the oily side and extremely crispy  I can eat this forevern nYes the place is small and the wait is long but I wont dock any points for that even though it was in 100 degree weather waiting is all part of the experience
1,We had high hopes as we headed out to Zappones for dinner We are big pizza aficionados We brought our son daughter in law and grand baby with us We both ordered the pizza margarita We were very disappointed I give them one star for using fresh buffalo mozzarella but other than that it was bland The sauce had not a lick of flavor The pizza was almost a liquid melted mess It had no flavor at all The crust was probably ok but without any flavor in the sauce it tasted like nothing Each pizza was 18 for cheese pizza I had hoped with all these 5 stars it would be like Pizza Bianco but alas it was not The waitress was very nice and the establishment was clean Thats about it Also we ordered the Caesar salad Again no real flavor at all Sorry Zappones We really wanted to like you
2,Best coffee place ever  Matt the owner remembers your name and your order and even remembers my dog  The amazing friendly staff does toonnThey have outside seating bike racks that often double as dog tieups with a water dish near by and one wall is a garage door so its perfect for warmer weather This is extra nice because they are also always packed with people
